T_Acc,Alanine,Asparagine,Aspartic.acid,Butanoic.acid.4.amino.,Citric.acid,Fructose,Fumaric.acid,Galactinol,Galactose,Glucose,Glutamic.acid,Glutamine,Glycine,Isoleucine,Lactic.acid,Leucine,Lysine,Malic.acid,Maltose,Myo.Inositol,Ornithine,Oxoglutaric.acid,Phenylalanine,Proline,Putrescine,Pyruvic.acid,Raffinose,Serine,Spermidine,Succinic.acid,Sucrose,Threitol,Threonic.acid,Threonine,Trehalose,Tyrosine,Valine
6C_9399,0.285490277,0.387754883,0.684054514,-0.761994958,0.831349565,-0.111749658,-0.898149296,0.23204145,-0.373731863,-0.091804893,0.814640266,0.455225336,-0.087777008,-0.07522577,-0.294133156,-0.316373612,-0.319737523,0.379868702,0.436083646,0.712492476,-0.080899448,-0.401788073,0.563766773,0.498003389,0.674791972,-0.5431978,0.384122625,-0.335904716,-0.168338416,-0.480118175,0.6736428,-0.676397707,0.929210779,-0.562576327,0.866696427,-0.121293662,0.894711654
6C_9404,0.237475479,0.22624278,0.308425175,-0.370632619,0.765937585,0.21598126,-0.67391659,-0.030600778,-0.061063134,-0.106889625,0.197140762,0.174915953,-0.371106269,-0.064304221,0.396895134,0.494410446,0.198440909,0.702191584,0.539259187,0.083518364,-0.429698509,0.165717874,0.123038569,0.134154421,-0.236139475,-0.498311287,0.016686033,-1.17873087,-0.722764704,-0.382743008,-0.091417596,-0.707242603,0.340984429,-1.041670777,0.855775468,0.781067752,0.074607764
6C_9405,0.980442821,0.673804108,0.345432294,-0.510288142,0.771319715,0.590339991,-1.372943002,0.092783973,0.105491459,0.716304885,0.774994105,0.722630578,-0.364934295,-0.170303932,0.016820777,-0.267939448,-0.561840937,0.344080258,0.435432903,1.143453884,-0.792988256,0.184507197,0.284837225,0.636527231,0.250013183,-0.368603923,0.054206253,-0.653463942,-0.552235177,-0.677411962,0.737659869,-0.983076806,-0.205246357,-0.782595219,0.684334858,-0.127686703,0.438400483
6C_9408,0.501210728,-0.251318538,0.339903748,-0.370402844,0.016394352,0.040018862,-0.554219034,-0.361928066,-0.732503299,0.108322572,0.429743536,-0.183712302,-0.575375558,0.210124114,-0.464087222,0.357323344,-0.145347042,-0.208173587,0.357417735,0.215074517,-0.254204829,-0.009057364,0.3822194,0.566200474,0.353036645,-0.581799126,-0.249726947,0.11815171,-0.393936455,-0.29777528,0.490743534,-0.901044449,0.897559015,-0.393497925,0.66280604,-0.697899952,1.372412689
6C_9409,0.223534813,0.514793155,0.649821211,-0.218030122,0.716509405,0.354399081,-0.817254943,0.882236504,0.319442742,0.1933901,0.845165976,0.653662503,0.146694041,-0.819265557,0.743858239,-0.692121414,-0.0793299,1.382118339,-0.667037155,0.256366434,-0.893011466,-0.288503847,-1.162505237,0.539652843,0.295862149,-0.581693488,0.992343312,0.013697304,-0.270700943,-0.356156037,-0.136713067,-0.128586804,0.217366258,-0.801200017,-1.182346384,-0.336803759,-0.066938646
6C_9413,0.61874724,-0.933883657,-0.264370982,-0.964415687,-0.385787453,1.426904759,-0.257558623,0.859294948,-0.088876199,1.223562368,0.555506601,-0.932692217,-1.513735263,-0.445080462,-0.425974549,0.054986163,-0.760208506,-0.698505377,0.321834122,1.124633334,-0.903219984,-1.196767512,0.365346369,0.575861071,-0.35485638,-1.164027306,0.860010818,-0.616660744,-0.856522516,-0.236004423,0.652555373,-1.373034275,0.55514786,-1.089553546,1.085079905,-1.068526536,0.255633703
6C_9427,0.327749027,0.687980503,1.389969412,-0.369114864,0.797373634,1.468590108,-1.011206447,1.665717842,-0.540633797,1.296470138,0.4249748,0.612181667,-0.672065815,-0.348344878,-0.570488321,-0.93639345,-0.647467941,1.264047207,-0.711286386,1.624117048,-0.623567522,-0.177286248,-0.668611265,0.965153327,-0.115842808,-0.764260857,1.453703341,-0.119945007,-1.268480694,-0.432866684,0.636938674,-1.190907852,0.196604704,-1.117827102,-0.482306948,-0.726492313,0.666180797
6C_9433,-0.195114465,0.385075214,0.423030501,-0.031242017,0.800354643,0.963038583,-0.65622382,0.844331363,-0.416539314,1.114691545,0.039389257,0.213698091,-1.592034407,-0.317843322,-0.196625741,0.051206659,-0.854762544,0.929677263,-0.505965238,0.602474062,-1.168192165,0.461165452,-0.027693588,0.417792663,-0.260093203,-1.268306026,0.712823667,-0.193177558,-1.190416379,-0.286081061,0.752844467,-1.174471797,-0.025132228,-0.653452843,-0.215404957,-0.010851232,0.460987353
6C_9436,1.319925945,0.435504105,0.793798027,-1.126218706,0.107519509,-0.396568636,-0.335519424,0.758469452,-2.98E-05,-0.534180644,0.841132211,0.676707599,-0.70041165,-0.185681346,0.384157846,-0.053109621,-0.869501741,0.539409077,-0.77936752,1.00465227,-0.54800072,0.036598293,-0.299868077,1.11367635,-0.135657167,-0.18238604,0.598067332,-0.304838916,-0.861823932,-0.508309084,0.464740835,-1.242196581,-0.599981181,-0.455857482,-0.837628081,-1.068610921,1.008877171
6C_9451,0.683638208,-0.268042545,0.21734787,-0.323503225,0.261277839,0.760423101,-0.130384115,0.465183629,-0.012202573,0.881026264,0.375335366,-0.444566262,-0.629472938,0.201637564,-0.087911781,0.249844248,-0.803866634,0.173763319,0.094187036,0.790785846,-0.748016011,0.352609402,0.036843174,0.369519356,-0.264420139,-0.316772849,0.626319201,-0.648889486,-0.448935788,-0.176948311,0.520747052,-1.020813752,0.316883254,-0.644085545,0.550275931,-0.282001838,0.978985651
6C_9452,0.944147151,0.896676568,0.252829354,-0.578405253,0.523642566,0.813451253,0.092955745,0.512609401,-0.345625328,0.68659428,0.414493828,0.636499835,-0.374273389,-0.084055301,-0.599675973,-0.025108284,-0.792082806,-0.195864688,0.412632649,0.493832848,-0.239015778,-0.246776766,0.574959443,0.096422659,0.869888383,-1.581340439,0.385651983,-0.557885727,-0.235379,-0.531914552,-0.23426038,-1.102686378,1.024421723,-0.603540166,0.559199579,0.053692663,0.893104189
6C_9453,0.655837721,-0.031431935,0.272536646,-0.908392051,-0.009511705,0.658547357,-0.882332892,0.412898042,-0.214693129,0.203668056,0.432235374,0.185698436,-0.458266388,-0.371258525,-0.399721673,-0.111195321,-0.270973178,-0.058187994,0.128583291,0.428185971,0.041358941,0.162965441,0.297189595,0.404792596,0.236313641,-0.678108329,0.339745222,-0.00599911,-0.534623159,-0.120221674,0.194712952,-0.822081492,0.240776243,-0.684822369,0.676660453,-0.04917967,0.03992194
6C_9454,0.525133285,-0.85374644,-0.151227694,-0.654857363,0.008449561,0.657730106,0.315740439,0.905574158,0.210465153,0.617214973,-0.015321857,-0.325061464,-1.085185661,-0.209875447,-0.391978068,-0.406741982,-0.161546074,0.185788179,-0.315439946,0.527969484,-0.641618849,-0.144968133,-0.212494661,0.431535692,-0.312751629,-1.159814806,0.854447358,-0.664734712,-0.474493616,-0.081257093,0.052380029,-1.01071584,0.746103391,-0.747391088,-0.261327383,-0.711268727,-0.039427105
6C_9470,0.400226647,-0.40000402,0.08303737,-0.045848351,0.616176073,0.687590864,0.542272577,0.900066287,0.50035026,0.912838623,0.016057678,-0.275004763,-0.937750693,0.056734385,0.005150559,0.203522118,-0.032228818,0.683811404,0.429705724,0.869781173,-0.868254732,0.262660854,-0.107716165,-0.00717861,-0.302675136,-0.188847022,0.76151517,-0.786809081,-0.814660852,-0.120986725,0.060432667,-0.705780743,0.242852129,-1.013079042,0.686959119,0.06665483,0.413818406
6C_9481,0.548443305,0.444187922,0.838078952,-0.016942144,0.453865706,-0.143437066,0.249084174,0.019022989,-1.058943134,-0.086790327,0.951068393,0.684728809,-0.339252124,-0.094284905,0.204172434,-0.776769133,-0.67583794,0.213955548,-0.208467229,0.50369168,-0.664187661,-0.092692871,0.357155982,1.475204329,-0.131231802,-0.458382623,0.286186512,-0.574360785,-0.24312858,-0.277935407,0.46519515,-0.740998113,-0.228369449,-0.537994115,0.240848141,-0.091682835,0.686896742
6C_9523,0.710547727,0.505415817,1.034748388,-0.579766431,1.44524337,-0.373090315,0.18166869,-0.404652515,-0.989565841,-0.204609313,1.133357031,0.711303558,-0.680991716,-0.709783881,0.49492321,-0.50228055,-0.434541266,0.536602521,-0.156010842,0.679482225,-0.426998278,0.870059583,-0.599414282,0.537354767,0.294029946,-0.017400286,-0.192172223,-1.034559705,-0.445251218,-0.550052923,0.050966299,-0.533627071,0.179089953,-1.031883661,0.06950032,-0.32322679,0.583858996
6C_9540,0.616953327,-0.523335597,1.044567819,-0.998373888,1.08713743,-1.242510607,0.112880801,-0.016051124,-0.753093946,-1.409808409,1.161244952,0.048482555,-0.837248301,0.208275377,0.927814393,-0.331448856,-0.923190212,1.002779052,0.040070283,0.505437856,-0.660516425,-0.656683477,0.175669322,0.569219855,0.443602967,-0.691285617,0.08530789,-0.597791236,-0.503126445,-0.281388631,0.840298351,-0.671901666,0.775740055,-0.408332953,0.594095135,-0.469272886,0.205004324
6C_9550,0.507602658,0.482642315,0.431314463,-0.19686644,0.370528451,0.595696799,0.215820822,0.325796203,-0.370064412,-0.126887075,0.012812575,0.217132579,0.100874855,-0.59147905,-0.652315218,-0.280721862,-1.07166853,-0.181064939,0.436212245,-0.184257001,-0.532259266,-0.616726715,0.942138329,-0.052144255,-0.418967958,-1.34255359,0.062046314,0.342213365,-0.538418793,-0.23450973,-0.360303194,0.022989869,0.460089455,-0.339015464,0.827627326,0.448410933,-0.314713215
6C_9551,0.982723907,0.705339815,0.294817834,0.02939205,-0.432567728,-1.296273444,-0.071458139,-0.335248647,-0.323300427,-1.734135961,0.459739905,0.928412499,0.019819618,-0.117481414,-0.36414008,0.570504928,0.111392998,-0.623608025,-0.946367189,0.170865246,0.523348736,0.459122256,1.020825272,0.21296861,1.104796088,0.409287885,-0.186686229,0.155838132,0.135971558,-0.965484069,0.520939282,-0.593381023,-0.509006008,-0.299708303,-0.427378808,0.104343362,1.20814142
6C_9559,0.852180544,0.129272388,0.27052598,-0.029106689,0.058699405,-1.038049801,0.845842998,-0.344631572,-0.30255119,-0.876715092,0.883807935,0.558334235,0.01750692,0.201220163,0.652319367,0.044694618,-0.757250955,0.269402746,0.097519367,0.539902837,-0.314463612,-0.30409418,-0.374598193,0.870871919,0.636030009,0.058125249,-0.1815585,-0.847532271,-0.222211439,-0.398147244,0.842485318,-0.237567926,-0.381285053,-0.920137284,0.441294494,0.09680765,0.833901381
6C_9562,1.019278078,0.177422292,-0.166578743,-0.052135718,-0.082898917,-0.445507946,-0.956765914,-0.201845406,-0.240485362,-0.361571453,0.734527575,0.763549775,-0.405380495,-0.316841552,0.27317166,0.001723007,-0.89425351,-0.394558607,0.218422606,0.099562163,-0.754523676,-0.484421261,0.502189527,0.734263725,0.296099124,-0.122626167,-0.125384679,0.41628445,-0.204094565,-0.604370179,0.522202407,-0.774235569,0.0934517,-0.298840551,0.516288882,-0.521159082,0.456189223
6C_9582,0.375946011,0.054957705,0.373350898,-0.521617414,0.145877439,-0.406844693,-0.208226546,0.102626278,-0.11235347,-0.330503266,0.29417903,-0.108917327,-0.712356413,0.261740894,0.401805541,0.794479491,0.584837663,0.810471676,-0.003581068,0.403425346,-0.339925671,0.294028323,0.461609931,0.260215688,0.186239648,0.030613907,0.085380429,0.31345634,-0.521249428,-0.602372782,-0.452977065,-0.726980235,0.079494181,-0.563268574,0.086035056,0.371575562,0.705647347
6C_9584,0.564396395,0.280854951,0.486431427,0.025186563,-0.110070895,-1.030392478,-0.24518203,0.427873716,-0.815592238,-1.310387094,0.353413918,0.370061835,-0.560467083,-0.083097771,0.14156442,0.291261959,-0.618164026,-0.033692698,-1.277426505,0.541106761,-0.537240637,0.038964505,0.342839854,0.075803473,0.417445404,0.52927709,0.582453245,-0.407863957,0.097552119,-0.465967074,0.442823555,-0.498359017,-0.285644777,0.15438363,-0.005280635,0.144934233,0.26332007
6C_9585,0.16274304,0.098333987,0.369692436,-0.461890482,0.44827797,-1.152643246,-1.007159548,0.36800033,-0.27679308,-1.258602023,0.537596125,0.621384466,-0.301706782,-0.071452883,0.643873533,-0.391458752,-0.295432567,0.357244884,-1.096796846,0.235543415,0.218261096,0.133244883,0.426095311,0.468756645,0.751422738,0.089102698,0.495828258,-0.318917778,0.276845549,-0.506714869,0.899570792,-0.497660458,0.175443187,-0.335067773,-0.192757576,-0.248340629,0.466598399
6C_9586,0.78957958,0.456399819,0.092743824,-0.641610636,0.288741987,-0.937038332,-1.274964152,0.42210874,0.226096682,-1.136975365,0.508303407,0.462318023,-1.147560113,-0.322966203,0.353535923,0.503701267,0.209920267,0.000201659,-0.824821749,0.659100094,0.295156928,-0.079032994,-0.150003388,0.255256413,0.605115698,0.020826388,0.426699349,-0.770810251,0.140858885,-0.785710332,0.306650528,-0.153735424,0.453220857,-0.751635534,-0.253580371,0.547922427,-0.336860322
6C_9588,0.84534296,0.980630129,0.764754083,0.164285307,0.866054028,-2.044736304,-1.082378348,0.244233123,-0.242464544,-2.040773739,0.890076448,1.081366375,0.057014683,-0.896431881,0.428947959,0.072934128,-0.143508951,0.399047545,-0.938189,0.372600468,0.341454455,-0.139348573,0.092428002,0.490945536,0.462323889,-0.210866666,0.311462205,-0.300217222,-0.181783891,-0.629081737,0.094593952,-0.451113109,-0.344922665,-0.545660043,-0.222901817,0.263209078,-0.288045153
6C_9595,0.821964165,0.655317206,0.420660685,-0.568277558,0.117942594,-1.406051816,-1.066297029,0.176226326,0.358922519,-1.744035724,0.751850142,0.856220027,-0.642041592,0.28782394,0.444263011,0.738197239,-0.920202553,0.39130961,-0.381216556,0.223915071,0.004364364,-0.434229507,0.168852319,1.152362303,0.256815541,-0.022232517,0.269074535,-0.698022096,-0.365915378,-0.616333149,0.460765676,-0.669932551,0.561679485,-0.452283265,0.194900495,-0.248020778,1.354327224
6C_9600,-0.126955068,0.230142293,0.349188291,-0.829575734,0.358599029,-0.91853551,0.308811163,-0.277581295,-0.796664387,-0.943431632,0.474205723,0.708169546,0.070065133,-0.056297951,0.534810135,0.410343607,-0.687587226,0.398612464,-0.162918988,-0.132947653,0.19043321,0.027723578,1.142443227,-0.237187701,0.75920949,-0.350960753,-0.352461496,-0.647513706,0.289289531,-0.369808929,0.61995634,-0.632974142,0.205248457,-0.432397584,0.074972142,0.436987663,0.124036379
6C_9611,-0.170491562,-0.373247818,0.444728162,-0.251329954,0.845605051,1.68436968,0.33682133,1.489702572,0.611931712,1.558881253,0.466476227,-0.38815604,-1.475770049,-0.994267101,-0.456259437,-0.677800825,-0.360817985,0.732251498,0.527770611,1.758819785,-0.654241248,-0.244516619,-0.679061654,0.789691757,-0.568698703,-0.801376066,1.420423908,-0.775953823,-1.082405614,-0.251840128,1.384180671,-0.945287272,0.43638905,-0.814378524,0.948556629,-0.720204437,-0.691596914
6C_9621,-0.287079319,0.356210337,0.957972465,-1.379158236,0.855258443,2.236747939,0.427910464,1.834843045,0.425135667,1.961916737,0.753080077,0.514875541,-0.955751116,-0.4531176,0.163019355,-1.991944686,-1.178201903,0.492017765,-0.351992736,1.143046393,-1.078107233,-0.150127574,-0.251585681,1.346643914,0.121436203,-1.113652337,1.59217823,-0.684519508,-0.902200352,-0.770890258,1.187023954,-0.824240622,-0.067395178,-0.873578271,0.68314828,-0.198933125,-0.653267758
6C_9644,1.070202774,1.158915383,0.673370696,-0.441663841,1.314407017,-0.986284833,-0.27460836,0.665184117,-0.227117289,-1.382617168,0.804681148,0.877436717,-0.372322716,-0.274085094,0.156844853,-1.148136318,-0.652287349,1.104830445,-0.502472268,0.050299859,-0.812846083,0.631597378,-0.388148874,0.919110006,0.764901871,-0.123519854,0.768914736,-0.70704036,-0.759373764,-0.654919475,0.080417217,-0.189344022,0.509862437,-0.75034649,0.396364314,0.262230767,-0.314843044
6C_9660,0.046067513,0.420820237,-0.038658321,0.1636494,0.791865253,0.079760086,-0.061360691,0.304451836,-0.060832527,-0.149449453,0.251961625,0.492859681,-0.674630805,-0.801292499,-0.255792481,-0.580524122,-0.358716776,0.797039776,0.538545806,0.437881788,-0.56830645,0.371643183,-0.418292534,0.273771042,0.254112895,-0.033973569,0.276512873,-1.104847106,-0.556884225,-0.301540345,-0.34354615,-0.637012705,-0.177762862,-0.988906381,1.026657414,-0.004911152,-0.952666642
6C_9663,0.055076522,0.516942097,-0.094094159,-0.113906522,-0.410751286,0.263046466,-0.803217138,0.186430207,0.317255839,0.339285169,0.420215504,0.199984621,-0.643044907,-0.269197262,0.373833652,0.036124019,-0.440554977,0.737896287,0.347659874,0.430717882,-0.615784747,0.33834821,-0.306212067,0.28645505,0.258589297,-0.131447202,0.250039378,1.193485142,-0.808563135,0.238319264,0.790129762,-0.997598623,-0.334359427,-0.245258845,0.140106808,-0.5537726,0.299742921
6C_9679,0.768060036,0.825458717,0.776435331,-0.215095136,0.686692073,-0.960204406,-0.204218962,1.016149872,0.014120582,-1.370076865,1.09297612,1.009255752,-1.282592494,-0.071005522,0.306737231,0.003848997,-0.19682952,0.803176522,-0.691935205,0.451635833,-0.362531372,0.313517049,0.156801274,0.795808244,0.113765746,-0.49222888,0.866446874,-0.013804061,-0.769441744,-1.026349265,0.491733179,-0.178712092,-0.270548084,-0.771191758,0.055834357,0.028374446,0.351460367
6C_9685,0.368209196,0.642184128,0.129884279,-0.88112219,0.361227153,-0.320256992,0.398365327,-0.043317032,-0.343467775,-0.608919318,0.79487767,0.763623529,-0.460523981,-0.722477392,0.510143928,-0.350359913,-0.241355331,-0.439849977,-0.112904866,0.153735925,0.21971449,0.649097405,-0.238802897,0.697825846,0.647880414,0.27961063,0.246727653,-0.621220628,0.434085921,-0.579220689,-0.285264221,-0.033364189,-0.19180527,-0.769736153,1.011738104,0.093488229,-0.254243747
6C_9701,0.891527524,-0.083658588,0.747974201,-0.125686996,0.001857244,-0.418355744,-0.618272054,0.011517103,0.410043503,-0.346658488,1.081603139,0.495426729,-0.431186935,-0.469023687,0.729089617,-0.299760495,-0.103571887,-0.09565433,-0.593157016,0.249846522,0.057128804,-0.276894074,-0.363206655,0.048811889,0.649104732,-0.20637917,0.004752546,-0.473893083,-0.22577525,-0.577974541,0.012624438,-0.608941706,0.369626214,-0.509523435,-0.003527749,0.286359802,0.469502066
6C_9705,0.144946493,0.678089472,0.567051468,-0.860101733,0.53096673,0.217692019,0.349042393,0.238589349,-1.119381322,0.063218909,0.526091467,0.733005783,-0.648678168,-0.948079887,0.279980062,-0.601773244,-0.307790018,1.026313557,-0.32321664,0.482501077,-0.741607152,0.365864749,-0.822960265,0.363239512,0.263350651,-0.421458927,0.185050869,-0.95052015,-0.512329657,-0.296211107,0.527405974,-0.692116157,0.221576532,-0.887666872,0.742160317,-0.233944208,-0.642261381
6C_9706,0.903193331,0.406823305,1.265838265,-0.170828957,0.369266138,-0.537616167,-0.196049525,-0.344304626,-0.018618141,-0.411919667,0.850077414,0.549909945,-0.333644618,-0.006206938,-0.214984114,0.068032255,0.057224694,0.630466782,0.110583264,0.964313633,-0.617020136,-0.21419443,0.442188305,1.014276038,0.16662909,-0.799553779,-0.271596831,-0.182743838,-0.666496709,-0.413770071,1.036166671,-1.237613153,0.494694704,-0.411616157,0.599459682,-0.140223452,1.048148295
6C_9709,1.017744833,0.544384514,0.416549062,-0.803354088,0.207784097,0.500386948,-0.218131745,0.014970676,-0.022623354,0.455362919,0.168131718,0.43111318,0.056610881,-0.236243375,-0.545865168,0.397558117,-0.283239106,0.213280113,-0.295994032,0.693534603,-0.325123902,0.107244825,-0.054176343,0.379711428,-0.043322692,-0.737974987,-0.028150622,-0.134206233,-0.340377073,-0.150078079,-0.126106947,-0.910219523,0.646315114,-0.302424718,0.276678693,0.02370281,0.463547488
6C_9713,0.907635725,0.631879803,0.271611361,-0.515952689,0.72625248,-0.126269101,0.285055575,0.522775126,0.396098086,-0.498687579,0.580520161,0.897482418,-0.474285302,-0.524303378,0.559484855,-0.504120348,-0.081780796,0.330576527,-1.110885098,-0.001842789,-0.033893384,0.021510502,-0.889888694,0.623457621,0.598601716,-0.603967406,0.7376986,-0.575073846,-0.04503532,-0.740288861,0.346767604,-0.343931074,0.128524192,-0.548720751,0.026843565,0.025704782,-0.444114093
6C_9717,0.276754572,-0.034747804,-0.585814786,-0.843626698,0.092700072,0.32087011,0.719437549,0.389255886,-0.691630128,0.001037942,-0.091641385,-0.318095808,-0.641489815,0.13543571,0.038184548,0.330707504,-0.153223572,-0.165568712,-0.684270095,0.699530542,-0.52860119,0.520385473,0.611998457,0.347614221,-0.154797493,0.17776307,0.09188648,-1.17007606,-0.42758417,-0.356283872,0.111706289,-0.387667518,0.101496678,-0.728515163,0.434613575,0.050630859,0.964980493
6C_9726,0.533732181,0.842884402,0.650749925,-0.429983119,1.188664886,-1.042154347,0.394871325,0.038179684,-0.159241071,-1.311863221,1.268778925,0.966378381,-0.407418358,-1.218954953,1.177855757,-1.324982501,0.098058092,0.87436426,-0.410318902,0.289132379,-1.012137045,0.196460634,-0.503366166,0.752327249,0.57482097,-0.468342954,-0.158718974,-0.713877935,0.035506045,0.08873684,-0.19976884,-0.047220529,0.330629781,-0.592338359,0.43378929,0.007392072,0.140684188
6C_9728,0.236121063,0.222110394,0.751805133,-0.421991481,0.306327593,-1.086206533,0.293164158,0.471853668,-1.233045115,-0.906468198,0.467410948,0.490058925,-0.572252232,-0.449137343,-0.144414994,-0.290529931,-0.543626413,0.257564562,0.421629823,0.627136994,-0.019394916,0.310007474,-0.435368208,0.930574459,-0.355668459,-0.436471914,0.428123711,-0.21807208,-0.340053007,-0.425934954,0.322469694,-0.683486415,0.407192483,-0.85493822,1.412955475,-0.303133044,0.04611575
6C_9730,1.327029572,0.611487984,1.604641565,-1.139027894,1.170366585,-0.386725988,-0.827509587,0.139924021,-1.166365256,-0.674740816,0.596083388,0.628139122,-0.858622262,-0.110548148,-0.104042622,-0.07024673,-0.112382277,0.899111023,-0.505980607,-0.038312869,-0.2804851,0.434450063,0.329845432,0.460972679,-0.441316651,-0.67808685,0.242633358,-0.880706876,-0.577508673,-0.533531449,0.295039513,-1.152521673,0.435739434,-0.71224347,0.266023847,0.017329095,0.700485081
6C_9733,0.907267763,0.614125725,0.407170332,-0.171410767,0.331143344,-0.520953244,-0.010590005,0.789237478,-0.004429193,-0.930434014,0.986366154,0.718296628,-1.125440421,-0.394403963,0.584069124,-0.299764645,-0.36571762,0.642447275,-0.426514377,0.326939093,-0.843752041,0.307230284,0.592703575,1.023570054,0.328839276,-0.033119044,1.012164187,-0.54866693,-0.436459589,-0.892498771,0.76500778,-0.463302928,-0.072461229,-1.316552244,0.764900351,0.329694424,0.067643635
6C_9762,-0.029292804,0.744558812,0.040786458,0.061159645,0.016067946,1.019860957,-1.227333554,0.169402967,-0.049249931,0.574867184,0.289334237,0.248328632,0.825904715,-0.172969286,-0.633608642,0.322702439,0.329504106,-0.30893027,-0.265311112,-0.079064595,0.304114282,0.744053754,0.836335251,-0.010642657,0.411340979,-0.105768218,0.054498489,0.096432779,-0.554865772,-0.661943313,-0.488225075,-0.489842053,-0.662480122,-0.5746385,-0.340958828,0.736021209,0.73621105
6C_9764,-0.100558382,0.786020263,0.545672664,-0.042261693,0.963090236,-0.053266376,-0.774919579,0.448170279,0.180622673,-0.405622066,1.220766058,0.623167784,-1.17531224,-0.914762905,0.957369411,-0.5449287,-0.077646996,-0.024501445,-0.721372897,-0.030215472,0.174269759,0.319337601,0.137256663,0.049592641,0.574663098,-0.055804399,0.62520957,-0.413686649,-0.489428074,-0.376656486,0.186923409,-0.236448867,-0.063430306,-0.654882597,-0.219951188,0.396202038,-0.416587415
6C_9766,0.299025707,-0.049749625,0.587739458,-0.336109062,0.191772809,0.849685271,-0.232795027,1.4827698,0.074880968,0.269689256,0.196657224,0.547699428,-1.459773889,-0.647475953,-0.131986004,-0.189800914,-0.270966808,0.021431973,-0.293721039,1.15727249,-0.530625085,-0.775209769,-0.143956097,1.329777582,0.293308299,-0.621469155,1.717323236,-0.998803014,-0.657072176,-0.522261259,1.276982357,-1.031496076,0.235208559,-0.449641364,0.180465189,-0.041765575,-0.453281957
6C_9772,0.267795667,0.537362436,0.231880172,-0.442981978,0.199088362,-0.418986757,0.614467927,0.955253145,-0.597340021,-0.524086538,0.382193479,0.604572486,-0.268631723,-0.278627838,0.064987109,-0.271965055,0.005879102,0.74338989,-0.068350197,0.902273905,-0.65698406,-0.04344285,-0.20559274,0.809645003,0.334446957,-0.313508195,0.933467853,-1.12061818,-0.262276184,0.078325281,-0.100879146,-0.65754093,-0.035289836,-0.852238044,0.391974675,0.043495125,-0.16436306
6C_9778,0.324825764,1.037145925,0.730958094,-0.3892048,0.984974293,0.38769757,-1.072981454,1.177673097,-0.239496993,0.59232292,1.193597846,0.901296263,-0.853285069,-1.002128774,0.856010645,-0.486795658,-0.007059997,0.913024428,-0.441096692,0.414546402,-0.289488108,-0.114372915,-0.795691105,1.34778322,1.100861512,-0.926406732,1.176907011,-1.051533426,-0.487794196,-0.68993002,-0.137429868,-0.166009594,0.08709886,-0.97951009,0.906713192,0.143082375,-0.478496779
6C_9781,0.951492028,0.441920216,1.061084702,-0.505239704,0.925512747,0.063961514,0.470024965,0.789916885,-0.699617313,-0.634232016,0.933685411,0.523361646,-1.034554633,-0.501898033,-0.486705943,-0.179544026,-0.596867448,0.719622134,-0.194379704,0.68469179,-0.567124591,0.194426228,0.233053542,0.407598859,0.098066706,-0.413300394,0.773840447,-0.804634137,-0.768674341,-0.483497393,0.149399418,-0.671660623,0.330937214,-0.954456769,0.579969471,-0.125869583,0.1823277
6C_9782,0.951911345,-0.283709653,0.208852241,-0.943641489,-0.606389281,0.650062158,0.431321896,1.22580972,0.045077072,0.764707975,0.246377921,-0.206377608,-1.135670371,-0.275949847,-0.073655249,0.08201523,-0.411973008,0.413224459,-0.005489346,1.215369295,-0.987598507,-0.683443397,0.054852552,0.279614332,-0.403912942,-0.409894822,1.24342576,-1.144967469,-0.030347226,-0.7577975,0.568531371,-1.062126967,-0.040247174,-1.206747647,-0.108337557,-0.141981198,0.682385119
6C_9792,0.914769061,-0.2229994,0.905301277,-0.468080334,0.812872668,1.401725092,0.239789013,0.822413037,0.135771007,1.208436604,0.535483086,0.093645431,-1.165980614,-0.431791471,-0.096087953,-0.484885173,-0.574285031,1.096854297,0.451296153,1.234139293,-1.064001042,-0.122783671,-0.431138346,0.651426494,-0.466884014,-0.8505594,0.845176353,-1.023690816,-1.217988343,-0.398382315,0.767944904,-1.078917236,0.74055953,-1.214797963,0.764433523,-0.937113874,0.611647458
6C_9794,0.437582899,0.08069172,0.251784207,-0.627482112,0.38034743,0.894075559,-1.042097552,0.431062513,-0.605807609,0.973434744,0.625842704,0.243964562,-0.424805758,-0.149867286,-0.115499978,0.125363154,-0.299142713,0.145930333,-0.517498704,0.844083418,-0.075073877,-0.930299428,-0.000308272,0.457810856,0.089078558,-0.99903632,0.336000445,-0.598035144,-0.105140938,-0.758517914,0.300393667,-0.779022609,0.413116581,-0.651843835,0.301040406,-0.750354025,0.184239832
6C_9805,1.207436256,0.135603641,0.566958933,-0.6995251,0.474272558,-0.85228803,-0.35232882,0.61111317,-0.452891394,-0.862793444,0.83735301,0.230559213,-0.689880649,-0.401005361,0.963021172,-0.398051413,-0.572620436,0.391128475,0.353872002,0.420221876,-0.667758357,0.462232425,-0.730296518,0.638105381,0.100798271,0.042519045,0.675421625,-0.80058986,-0.447040064,-0.404481859,0.092822723,-0.77685808,0.209741805,-1.044302529,0.983137081,-0.431780654,0.546199759
